pos	sem	tok
DET NOUN AUX PROPN PART PUNCT	PRX CON ENS PER HAS NIL	This cat is Tom 's .
PRON ADV VERB ADP NOUN ADV ADP NOUN PUNCT	PRO AND ENS REL CON NOT REL CON NIL	I always travel with travelers'~checks instead of cash .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	I brushed her hair .
NOUN AUX VERB ADP PUNCT NOUN PUNCT	CON NOW EXG IST NIL	People are urinating in~public .
PRON AUX VERB ADP DET NOUN ADP PROPN NUM PUNCT	PRO PST EXS REL DEF DOM EQU MOY YOC NIL	I was born on the 18th of March 1994 .
DET NOUN AUX ADJ PUNCT ADJ PUNCT	DEF CON PST COL NIL	The blood was bright~red .
ADP PUNCT DET PUNCT NOUN PUNCT DET NOUN AUX DET NOUN PUNCT	IST NIL DEF CON EPS DIS CON NIL	At~any~rate , the program was a success .
PRON VERB NUM NOUN PUNCT	PRO EPS QUC CON NIL	We caught two foxes .
PRON VERB VERB DET NOUN PUNCT NOUN PUNCT	PRO ENS DIS ROL NIL	I 'm a computer~scientist .
PRON AUX PART VERB ADV PUNCT	PRO POS NOT EXS NOW NIL	You ca n't leave now .
NUM NOUN AUX VERB PUNCT	QUC CON PST EXS NIL	Thirteen people were arrested .
SCONJ ADJ AUX NUM NOUN PUNCT NOUN VERB PUNCT	QUE QUV NOW QUC CON EXS QUE	How much do ten paper~plates cost ?
ADJ NOUN AUX VERB ADP DET NOUN PUNCT	QUV CON NOW EXG REL DEF CON NIL	Many stars are twinkling in the sky .
DET NOUN AUX ADJ PUNCT	DEF CON PST IST NIL	The landing was perfect .
PRON AUX VERB ADP DET NOUN PUNCT	PRO PST EXG REL DEF CON NIL	I was dancing in the field .
PRON AUX PART VERB VERB ADP ADP PRON PUNCT	PRO NOW NOT EXS EXS REL REL PRO NIL	I do n't enjoy hanging out with him .
PROPN VERB PROPN ADP DET NOUN PUNCT	PER EPS PER REL DEF CON NIL	Tom took Mary to the zoo .
AUX PRON ADJ SCONJ PRON VERB PROPN PUNCT	NOW NIL IST SUB PRO EPS PER QUE	Is it true that you beat Taninna ?
DET NOUN DET NOUN AUX ADJ AUX PROPN PUNCT	DST CON HAS CON NOW DEG ENS PER NIL	That girl whose hair is long is Judy .
DET NOUN AUX ADP PUNCT PRON PUNCT VERB ADJ PUNCT	DST ROL NOW NOT IST NIL	That politician is by~no~means honest .
PROPN AUX ADV ADJ ADP PROPN PUNCT	PER NOW EQU IST REL PER NIL	Meg is as tall as Ken .
DET ADJ NOUN AUX ADJ ADP PRON PUNCT	DEF IST CON NOW IST REL PRO NIL	The very thought is abhorrent to me .
DET ADJ NOUN AUX PRON VERB PUNCT	QUE IST CON NOW PRO EXG QUE	Which foreign language are you learning ?
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	She weeded the garden .
PRON ADP DET NOUN AUX VERB PUNCT	DIS REL DEF CON PST EXS NIL	Some of the money was stolen .
PRON AUX PART PRON NOUN PUNCT PRON AUX PROPN PART PUNCT	PRO ENS NOT HAS CON BUT PRO ENS PER HAS NIL	It 's not your fault , it 's Alison 's .
PROPN AUX PART VERB PRON AUX VERB PUNCT	PER PST NOT EXS PRO PST EXG NIL	Tom did n't know you were joking .
PROPN AUX VERB ADP DET NOUN ADP NUM NOUN PUNCT	PER PST EXS REL DEF CON REL QUC UOM NIL	Tom was trapped in the cave for three days .
PRON VERB ADP ADJ PUNCT	PRO ENS REL CON NIL	I suffer from melancholy .
DET NOUN AUX ADV VERB ADP PRON ADJ NOUN PUNCT	DEF ROL NOW INT IST REL HAS IST CON NIL	The driver is deeply attached to his old car .
PROPN VERB SCONJ NOUN PUNCT	PER EPS DST PST NIL	Tom said that yesterday .
PRON NOUN VERB ADP NUM PUNCT	HAS CON ENS REL CLO NIL	Your shift ends at 2:30 .
PRON VERB ADP DET PROPN NOUN SYM ADJ NUM NUM PUNCT	PRO EPS REL CLO NIL	It happened at a~quarter~past~eleven .
DET NOUN VERB DET NOUN PUNCT	DEF CON EPS DEF ROL NIL	The cavalry charged the enemy .
DET NOUN AUX PRON PUNCT	HAS CON ENS DST QUE	Whose glass is that ?
PRON AUX ADJ CCONJ ADJ PUNCT	PRO NOW IST AND IST NIL	He 's young and single .
PROPN VERB ADP DET NOUN PUNCT	PER EPS REL DEF CON NIL	Tom looked at the moon .
PRON AUX VERB NOUN ADP DET PROPN PUNCT	PRO NOW EXT CON REL DEF GEO NIL	I have seen wolves in the Appennines .
PRON VERB ADP PROPN ADP PROPN PUNCT	PRO EPS REL GPE REL GPE NIL	He flew from London to Paris .
PROPN VERB PART AUX DET NOUN PUNCT	PER PST NIL EXS DIS ROL NIL	Mary used to be a hairdresser .
SCONJ PRON VERB DET NUM NOUN ADP PROPN PUNCT AUX PRON VERB ADJ ADP PRON PUNCT	SUB PRO EXS DIS QUC CON REL CON NIL FUT PRO EXS IST REL PRO QUE	If I watch a thousand movies in English , will I become fluent in it ?
PRON VERB ADP DET NOUN PUNCT NOUN PUNCT	PRO ENS REL DIS CON NIL	I suffer from a stomach~ache .
PRON VERB ADP NUM ADP DET NOUN PUNCT	PRO EPS REL CLO REL DEF CON NIL	He came at three in the afternoon .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	He ordered a beer .
ADP PRON NOUN AUX DET PROPN PROPN PROPN PUNCT	REL QUE CON ENS DEF GEO QUE	In what continent is the Nile~River ?
PRON VERB PRON PUNCT	DIS EPS PRO NIL	Something bit me .
PROPN VERB DET NOUN CCONJ VERB PRON PUNCT	PER EPS DIS CON COO EPS PRO NIL	Tom picked some berries and ate them .
PROPN VERB PART VERB PROPN PUNCT	PER EPS NIL EXS PER NIL	Miriam wanted to marry Thomas .
PROPN VERB SYM NUM NOUN PUNCT	ORG ENS UOM QUC NIL	Wehkamp cost € 390m .
PROPN VERB PRON PUNCT	PER EPS PRO NIL	Betty killed him .
PRON AUX VERB PROPN PUNCT	PRO NOW EXG GPE NIL	She is visiting Paris .
AUX PRON VERB ADJ PUNCT NOUN PUNCT	NOW PRO EXS CON QUE	Do you like white~chocolate ?
PRON AUX ADP DET NOUN ADP NUM NOUN PUNCT	PRO EPS REL DEF CON REL QUC UOM NIL	I was on the train for twelve hours .
PRON AUX ADJ ADP DET NOUN PUNCT	PRO NOW IST REL DEF CON NIL	He is afraid of the dogs .
PRON AUX ADJ SCONJ PROPN AUX ADJ PUNCT	PRO NOW IST IMP GPE NOW IST NIL	We are strong if Germany is strong ...
PRON AUX PROPN PROPN PROPN VERB ADP PUNCT	QUE NOW PER IST REL QUE	Who is Tom~Cruise married to ?
SCONJ AUX PROPN PUNCT PROPN PART NOUN VERB PUNCT	QUE PST PER HAS ROL EXS QUE	How did Molly~Shannon 's mother die ?
DET NOUN VERB PROPN PUNCT	QUE CON EPS CON QUE	What person developed COBOL ?
PRON AUX DET NOUN ADP PROPN PUNCT	QUE ENS DEF ROL REL ORG QUE	Who is the president of FIAT ?
SCONJ ADJ NOUN AUX PROPN PROPN PROPN VERB PUNCT	QUE QUV CON NOW PER EXS QUE	How many children does Anthony~Quinn have ?
SCONJ ADJ AUX PROPN PUNCT PROPN SCONJ PRON VERB PUNCT	QUE DEG PST PER REL PRO EPS QUE	How old was Pearl~Primus when she died ?
PRON AUX DET NOUN NOUN PUNCT	QUE NOW DIS CON EXS QUE	What does a theodolite measure ?
PRON AUX VERB ADP PROPN PUNCT	PRO PST EXS REL PER NIL	He was seduced by Tom .
PRON VERB DET NOUN VERB ADP PROPN PROPN PROPN PUNCT	PRO EPS DIS CON IST REL GPE NIL	He boarded a plane bound for Los~Angeles .
DET NOUN AUX ADJ ADP NOUN PUNCT	DEF CON NOW IST REL CON NIL	The girl is skillful at knitting .
PROPN AUX VERB ADP PROPN PUNCT PROPN PUNCT PROPN ADP NUM PUNCT	CON PST EXS REL PER REL YOC NIL	Actinium was discovered by André-Louis~Debierne in 1899 .
NOUN VERB ADP DET DET NOUN PRON AUX VERB ADP DET NOUN PUNCT	PER EPS REL AND DEF CON AND PST EXG REL DEF CON NIL	Saburo snatched up all the snacks that were sitting on the table .
PROPN VERB PROPN PUNCT PROPN ADP PROPN PUNCT	PER ENS CON REL CON NIL	Emily prefers Coca-Cola to Pepsi .
PRON AUX AUX VERB PUNCT ADP PUNCT	PRO NOW IST EMP	I 'm fed~up !
PROPN AUX ADJ ADP NOUN PUNCT	PER NOW IST REL CON NIL	Tom is allergic to peanuts .
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	She knocked on the door .
PRON AUX VERB PUNCT ADV ADP PRON ADJ NOUN PUNCT	PRO NOW IST REL HAS IST CON NIL	I am fed~up with his vulgar jokes .
PRON VERB PRON NOUN PART NOUN PUNCT	PRO EPS HAS ROL HAS CON NIL	He resented his friend 's action .
PRON VERB PROPN NUM NOUN PART VERB ADP PROPN PUNCT	NIL EPS PER QUC UOM NIL EXS REL GPE NIL	It took Jane twenty hours to fly to Japan .
PROPN VERB DET ADJ NOUN PUNCT NOUN PUNCT	PER EPS DIS IST CON NIL	Tom bought a new pick-up .
PROPN AUX VERB PUNCT	PER NOW EXG NIL	Tom is undressing .
NOUN ADP DET NOUN AUX VERB DET NOUN PUNCT	NOT REL DEF ROL POS EXS DEF CON NIL	None of the teachers could solve the problem .
PRON AUX VERB ADP DET NUM ADP PROPN NUM PUNCT	PRO PST EXS REL DEF DOM REL MOY YOC NIL	I was born on the 22 of November 1948 .
PRON VERB PRON PRON NOUN PUNCT NOUN PUNCT	PRO EPS PRO HAS CON NIL	She gave me her phone~number .
PRON AUX ADJ ADP NOUN PUNCT	PRO NOW IST REL CON NIL	He 's allergic to latex .
PRON ADV AUX PART VERB PUNCT	PRO ALT PST NOT EXS NIL	I also did not call .
ADP SYM ADJ PUNCT NOUN PUNCT PRON AUX ADJ PUNCT	ALT NIL PRO NOW IST NIL	In~other~words , he is lazy .
PRON AUX ADJ PUNCT ADP PUNCT PRON PUNCT	PRO NOW IST NIL	He is good~for~nothing .
PRON VERB DET NOUN ADP NOUN PUNCT	PRO EPS DEF CON REL ROL NIL	I spent the weekend with friends .
PRON AUX VERB ADP PROPN ADP NUM PUNCT	PRO PST EXS REL GPE REL YOC NIL	I was born in Hiroshima in 1945 .
PRON AUX ADJ PUNCT	PRO NOW GPO NIL	I am Korean .
NOUN VERB ADP NUM PUNCT	CON EFS REL CLO NIL	Registration starts at 2:30 .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	I lost my sunglasses .
PRON AUX ADJ PART VERB DET NOUN PUNCT	PRO NOW IST NIL EXS DEF CON NIL	He is able to play the flute .
PROPN VERB ADP PRON NOUN PUNCT	PER EPS REL HAS CON NIL	Tom wiped away his tears .
PRON VERB VERB ADJ ADP NOUN PUNCT	PRO NOW IST REL CON NIL	I 'm allergic to corn .
PRON NOUN VERB ADP PROPN PUNCT	HAS ROL ENS APX GPE NIL	My sister lives near Yokohama .
PRON VERB DET NOUN PUNCT NOUN PUNCT	PRO ENS DIS CON NIL	I drive a delivery~truck .
DET NOUN AUX PART VERB DET ADJ PUNCT NOUN PUNCT	AND CON FUT NOT EXS DIS CON NIL	A bear will not touch a dead~body .
PRON AUX PART VERB DET NOUN PUNCT ADJ PUNCT PUNCT	PRO NOW NOT EXS DEF CON NIL LIT NIL NIL	"I do n't know the word "" impossible "" ."
PROPN AUX ADJ PUNCT	PER PST IST NIL	Tom was dumbfounded .
PROPN VERB PUNCT	PER EPS NIL	Tom escaped .
PROPN CCONJ PRON AUX ADV ADJ PUNCT	PER GRP PRO PST AND IST NIL	Tom and I were both tired .
DET NOUN ADP NOUN AUX PRON VERB PUNCT	QUE CON REL CON NOW PRO EXS QUE	What kind of car do you drive ?
PROPN AUX VERB NOUN ADP PROPN PUNCT	PER NOW EXG CON REL PER NIL	Tom is playing tennis with Mary .
SCONJ DET PRON NOUN PRON AUX ADJ PUNCT	BUT AND HAS CON PRO NOW IST NIL	Despite all his faults he is popular .
PRON AUX VERB DET NOUN PUNCT VERB PRON VERB PRON PUNCT	PRO FUT EXS DEF CON NIL IMP PRO EXS PRO NIL	I will accept the work , provided you help me .
DET NOUN VERB DET NOUN PRON AUX VERB PRON PUNCT	DEF CON EPS DEF CON AND PST EXS PRO NIL	The donkey kicked the dog that had bitten it .
PRON VERB DET PROPN PUNCT	PRO EPS DIS GPO NIL	She married an American .
PRON AUX ADJ PUNCT	PRO NOW IST NIL	They 're tired .
DET NOUN VERB ADP NOUN PUNCT	DEF ROL EPS REL CON NIL	The prisoner escaped from prison .
PRON AUX PART VERB PROPN PUNCT	PRO POS NOT EXS CON NIL	I ca n't speak French .
DET NOUN PART NOUN PUNCT	NOT CON NOW EXG NIL	No one 's gambling .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	They bought a parrot .
PROPN AUX VERB NOUN PUNCT	PER NOW EXG CON NIL	Melanie is drinking milk .
NOUN AUX AUX VERB PUNCT	CON FUT NIL EXS NIL	Candles will be provided .
DET ADJ ADJ NOUN VERB ADP ADJ NOUN PUNCT NOUN PUNCT NOUN CCONJ NOUN PUNCT	AND IST GPO CON ENS REL COL CON REL CON GRP CON NIL	A typical Bavarian breakfast consists of white sausage , wheat~beer and pretzels .
PROPN VERB DET NOUN ADP DET NOUN PUNCT	PER EXS DIS CON REL DEF CON NIL	Tom sprinkled some sugar on the toast .
PRON VERB DET NOUN PUNCT NOUN PUNCT	PRO EPS DIS CON NIL	We bought some tennis~balls .
PROPN VERB DET NOUN PUNCT	PER EPS DIS CON NIL	Emily ate an apple .
PROPN VERB PUNCT	PER EPS NIL	Tom snickered .
PRON ADP PROPN VERB PRON PUNCT	AND REL GPE ENS PRO NIL	Everyone in Cuba likes it .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	She touched a toad .
PRON VERB PRON PUNCT	NOT EPS PRO NIL	Nobody contacted me .
PROPN PROPN AUX VERB PUNCT	CON NTH NOW EXG NIL	Hurricane Sandy is coming .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	She grabbed my hand .
PRON VERB NUM NOUN ADP NOUN PUNCT	PRO EPS QUC UOM AND CON NIL	I drank two pints of beer .
PRON VERB ADP ADJ NOUN PUNCT NOUN PUNCT	PRO ENS REL IST CON NIL	She suffers from low blood~pressure .
PRON NOUN AUX VERB PUNCT	HAS CON NOW EXG NIL	My foot is aching .
PRON AUX PART VERB PRON ADJ NOUN PUNCT	PRO POS NOT EXS HAS IST CON NIL	I ca n't stretch my right arm .
PRON VERB PRON ADJ PUNCT	PRO EPS DIS IST NIL	We added something new .
DET NOUN AUX NUM NOUN ADJ PUNCT	DEF CON NOW QUC CON DEG NIL	The building is twenty stories high .
DET NOUN VERB PUNCT	DEF CON EPS NIL	The cat escaped .
PRON VERB PRON ADP PRON NOUN PUNCT	NIL ENS DIS REL HAS CON NIL	There is something in my eye .
PROPN AUX VERB PRON ADJ NOUN PUNCT	PER NOW EXG HAS TOP CON NIL	Melanie is reading her favourite book .
PRON NOUN VERB DET ADJ PUNCT NOUN PUNCT	HAS ROL EPS DIS CON NIL	My brother bought an electric~guitar .
PROPN PART ADJ PUNCT	PER NOW IST NIL	Tom 's upset .
PRON ADV VERB NOUN PUNCT	PRO NOT EPS CON NIL	I never played golf .
PRON NOUN VERB PRON PRON NOUN PUNCT NOUN PUNCT	HAS ROL EPS PRO HAS CON NIL	My mother gave me her sewing~machine .
PRON VERB ADP DET ADJ PUNCT	PRO EPS REL DIS ROL NIL	He acted like a lunatic .
PRON NOUN AUX NUM NOUN ADJ ADP PRON PUNCT	HAS ROL NOW QUC UOM MOR REL PRO NIL	My brother is eight years older than me .
PRON AUX ADP PROPN PUNCT	PRO ENS REL CON NIL	It 's in English .
PROPN ADV PUNCT	PER EPS NIL	Tom overslept .
DET PROPN PUNCT VERB NOUN VERB ADJ NOUN CCONJ ADJ NOUN PUNCT	DEF GPE NIL IST CON ENS IST CON GRP IST CON NIL	The Seattle - based outfit plays indie rock and electronic music .
DET NOUN VERB NOUN PART VERB PUNCT	DEF ROL EPS CON REL CON NIL	The poet compared death to sleep .
PROPN VERB NOUN PUNCT	PER EPS CON NIL	Jyestadeva invented calculus .
PROPN PUNCT PROPN AUX VERB ADP PROPN PUNCT	PER PST EXS REL GPE NIL	Vladislav~Listyev was murdered in Moscow .
PRON VERB DET NOUN ADP DET NOUN PUNCT	NIL ENS DIS CON REL DEF CON NIL	There is an apple on the table .
DET NOUN VERB ADP DET PROPN PROPN PROPN PUNCT	DEF CON ENS REL DEF GEO NIL	The river flows into the Pacific~Ocean .
DET NOUN ADP PROPN AUX VERB ADP NOUN PUNCT	DEF CON REL GEO PST EXS REL CON NIL	The top of Mt.~Fuji was covered with snow .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS DEF CON REL PRX ROL NIL	I gave the books to this student .
PRON VERB NOUN ADP DET NOUN PUNCT	NIL ENS CON REL DEF CON NIL	There 's milk in the fridge .
PRON NOUN AUX PART VERB PROPN PUNCT	HAS ROL NOW NOT EXS CON NIL	My parents do n't speak Dutch .
PROPN PROPN PROPN VERB NUM NOUN ADV PUNCT	PER EPS QUC UOM PST NIL	Marilyn~Monroe died 33 years ago .
DET NOUN AUX VERB ADP DET NOUN ADP DET PROPN PROPN PROPN ADP DET NOUN PUNCT	DEF CON PST EXS REL DIS CON REL DEF CON REL DEF CON NIL	The body was discovered in a warehouse in the North~East of the city .
DET NOUN AUX PROPN ADP PUNCT	QUE CON ENS GPE REL QUE	What country is Berlin in ?
DET NOUN AUX DET PROPN PROPN PROPN VERB ADP PUNCT	QUE CON PST DEF ART EXS REL QUE	What year was the Berlin~Wall torn down ?
PROPN AUX VERB ADP PRON VERB PUNCT	PER NOW EXG SUB NOT EPS NIL	Tom is acting like nothing happened .
PROPN AUX PART VERB DET NOUN ADV PUNCT	PER NOW NOT EXT DEF CON ALT NIL	Mary has n't cooked the dinner yet .
PUNCT DET NOUN AUX PRON PUNCT PUNCT	NIL HAS CON ENS PRX QUE NIL	""" Whose letters are these ? """
PUNCT PRON AUX PROPN PART PUNCT PUNCT	NIL PRO ENS PER HAS NIL NIL	""" They are Linda 's . """
NOUN ADP DET NOUN VERB ADP PROPN PUNCT	NOT REL PRX CON EFS REL GPE NIL	None of these buses go to Shinjuku .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	He dropped a vase .
PROPN AUX ADJ ADP PRON NOUN PUNCT	PER NOW MOR REL HAS ROL NIL	Tom is shorter than his brother .
PROPN VERB ADP NOUN PUNCT	PER EPS REL CON NIL	Tom majored in psychology .
PRON AUX ADP NUM PUNCT PROPN PROPN PROPN PUNCT	PRO ENS REL GEO NIL	They are at 229~Broadway~Avenue .
PRON AUX NUM NOUN ADJ ADP PRON PUNCT	PRO NOW QUC UOM MOR REL PRO NIL	She 's three years older than me .
PRON AUX ADV ADV DET NUM NOUN ADV ADP PROPN PUNCT	PRO NOW NOW APX DIS QUC UOM IST REL GPE NIL	We 're now about a hundred miles away from Boston .
PRON VERB PRON NOUN PUNCT	PRO EPS PRO CON NIL	They appointed him chairman .
PRON VERB DET NOUN PUNCT	NOT EXS DIS CON NIL	Nobody mentioned a storm .
PROPN AUX NOUN PUNCT	PER NOW EXG NIL	Tom 's crying .
PRON VERB PRON DET NOUN NOUN PUNCT	PRO EPS PRO DIS COL CON NIL	I gave him a gold watch .
SCONJ ADJ NOUN AUX PRON VERB PUNCT	QUE QUV CON NOW PRO EXG QUE	How many flowers are you buying ?
PROPN VERB ADP PRON NOUN PUNCT	PER EPS REL HAS CON NIL	Tom switched off his computer .
PRON AUX VERB ADP PRON PUNCT	AND NOW EXG REL PRO NIL	Everybody is waiting for you .
PRON VERB DET ADJ NOUN PUNCT	PRO EPS DEF COL CON NIL	I ate the red apples .
PROPN PART NOUN VERB CCONJ PRON VERB DET NOUN ADP ADJ NOUN PUNCT	PER HAS CON EPS COO PRO EPS DIS QUV REL IST CON NIL	Tom 's computer crashed and he lost a number of important documents .
PRON NOUN VERB ADP NOUN PUNCT	HAS ROL ENS REL CON NIL	My son suffers from osteoporosis .
DET NOUN ADP DET NOUN ADP DET ADJ NOUN PUNCT PROPN PUNCT NOUN SYM SYM SYM NOUN PUNCT VERB NOUN PUNCT	DEF ROL REL DEF CON REL DEF IST CON NIL LIT NIL EPS PST NIL	"The author of the text of the famous song "" I~love~you,~oh~life "" died yesterday ."
PROPN AUX NUM NOUN ADJ ADP PROPN PUNCT	PER NOW QUC UOM MOR REL PER NIL	Tom is 3 years older than Mary .
ADJ NOUN VERB ADP DET NOUN PUNCT	QUV CON ENS REL PRX CON NIL	Many bats live in this cave .
PRON VERB PRON NOUN ADP PRON NOUN PUNCT	PRO EPS HAS CON REL HAS CON NIL	I left my calculator on my desk .
DET NOUN AUX VERB ADP PROPN PUNCT	DEF CON NOW EXG REL PER NIL	The chicken is pecking at Tom .
PROPN VERB PRON NOUN PUNCT	PER EPS HAS CON NIL	Tom relaxed his grip .
PROPN VERB ADP DET NOUN PUNCT	PER EPS REL DEF CON NIL	Tom slumped on the couch .
PRON AUX AUX VERB PRON NOUN PUNCT NOUN VERB PUNCT	PRO NOW PFT HAS CON EXS NIL	I 've had my pocket~calculator stolen .
PRON AUX VERB PRON PRON VERB PUNCT	PRO FUT EXS AND PRO ENS NIL	I 'll hire whoever he recommends .
PRON VERB NOUN PUNCT	PRO ENS CON NIL	I enjoy chess .
DET NOUN AUX ADJ ADP DET NUM NOUN PUNCT	QUC UOM NIL IST REL DIS QUC UOM NIL	A dollar is equal to a hundred cents .
PRON AUX VERB PUNCT	PRX FUT EXS NIL	This will continue .
PRON AUX AUX VERB PUNCT ADP ADP DET NOUN PUNCT	PRO NOW IST REL PRX CON NIL	I 'm fed~up with this weather .
PRON VERB PRON AUX VERB PUNCT	PRO EPS PRO PST EXG NIL	I thought she was joking .
DET NOUN AUX VERB DET NOUN PUNCT	DEF ROL PST EXS PRX CON NIL	The robber was nabbed this morning .
PRON AUX AUX VERB ADP PRON NOUN PUNCT	PRO NOW EXG REL HAS CON NIL	I 'm looking for my eyeglasses .
PRON VERB PRON NOUN PUNCT	PRO EPS HAS CON NIL	He grabbed her arm .
DET NOUN VERB DET NOUN PUNCT	DEF ROL EPS DIS CON NIL	The terrorists attacked a mosque .
DET NOUN AUX VERB PUNCT	DEF CON NOW IST NIL	The zipper is stuck .
PRON VERB PART VERB DET NOUN NOUN PUNCT	PRO ENS NIL EXS DIS QUC CON NIL	I want to buy a dozen bananas .
PROPN VERB PRON NOUN ADP PROPN PART PUNCT	PER EPS HAS CON REL PER HAS NIL	Tom put his hand on Mary 's .
PROPN VERB PROPN ADP DET NOUN PUNCT	PER EPS PER REL DEF CON NIL	Dan met Linda at the church .
PRON AUX AUX AUX VERB NOUN PUNCT	PRO NOW PFT EXG CON NIL	I 've been writing letters .
PRON NOUN AUX VERB ADP PROPN PUNCT	HAS ROL NOW EXG REL GPE NIL	My father is going to China .
PRON VERB PRON ADP DET NOUN ADP DET NOUN PUNCT	PRO EPS PRO REL DEF CON REL DIS CON NIL	He patted me on the shoulder with a smile .
DET NOUN ADV VERB PRON PUNCT	DEF CON ALT ENS PRO NIL	The wound still hurts me .
PROPN PROPN PROPN AUX ADV ADJ PUNCT	PER PST INT IST NIL	Woodrow~Wilson was extremely sick .
DET NOUN VERB DET NOUN PUNCT	NOT CON EPS DEF CON NIL	No one welcomed the proposal .
PRON AUX VERB ADV PRON PRON VERB PUNCT	PRO FUT EXS REL AND PRO EPS NIL	I 'll take back everything I said .
DET ADJ NOUN ADP DET ADJ NOUN VERB PROPN PART NOUN CCONJ VERB ADP DET NOUN PUNCT	DIS IST CON REL DIS IST CON EPS PER HAS CON COO EPS REL DEF CON NIL	A stocky man with a swarthy complexion snatched Mary 's handbag and disappeared into the crowd .
PRON VERB NOUN PUNCT NOUN PUNCT	PRO ENS CON NIL	I like folk~songs .
PRON AUX ADJ ADP NOUN PUNCT	PRO NOW IST REL CON NIL	I am allergic to cats .
PRON VERB ADP NOUN PUNCT	PRO EPS REL CON NIL	She burst into sobs .
PRON ADP DET NOUN AUX PART VERB ADV PUNCT	DIS REL DEF CON NOW NOT EXT ALT NIL	Some of the luggage has not arrived yet .
PROPN VERB PRON NOUN PUNCT	PER EPS HAS ROL NIL	George married my sister .
PRON VERB VERB ADP PROPN PROPN PROPN PUNCT	PRO ENS REL GPE NIL	I 'm in Tel~Aviv .
PRON VERB PRON ADP DET NOUN PUNCT	DIS EPS PRO REL DEF CON NIL	Someone tapped me on the shoulder .
PROPN AUX PART VERB PRON AUX ADV ADJ ADP PROPN PUNCT	PER NOW NOT EXS PRO NOW EQU IST REL PER NIL	Tom does n't think he 's as creative as Mary .
PRON NOUN VERB DET ADJ NOUN PUNCT	HAS ROL EPS DEF IST CON NIL	My aunt inherited the huge estate .
PROPN VERB DET NOUN ADP DET NOUN PUNCT	PER EPS DEF CON REL DEF CON NIL	Melanie put the vase on the table .
PRON AUX NUM NUM NUM PUNCT	PRO PST CLO NIL	It was seven~thirty .
PROPN VERB PROPN PUNCT	PER EPS PER NIL	Tom hated Mary .
PROPN VERB DET NOUN NOUN ADP PRON NOUN PUNCT	PER EPS DEF CON CON REL HAS CON NIL	Tom crushed the cardboard box with his foot .
DET NOUN AUX VERB PUNCT	DEF CON NOW EXG NIL	The jackal is howling .
DET PROPN VERB PROPN ADP PROPN PUNCT	DEF GEO ENS GPE REL GPE NIL	The Karakoram separates China from Pakistan .
PROPN VERB ADJ ADP VERB DET NOUN NOUN PUNCT	PER ENS IST REL EXG DEF CON CON NIL	Bob seems excited about watching the soccer game .
AUX PART VERB PUNCT	NOW NOT EXS NIL	Do n't exaggerate .
DET ADJ NOUN VERB ADP PROPN PROPN NOUN PUNCT	DEF IST CON ENS REL CON NIL	The poor child suffers from hay~fever .
PRON AUX PART AUX VERB DET NOUN PUNCT	PRO NEC NOT NOW EXT DIS CON NIL	He need not have called a taxi .
PROPN VERB PRON PUNCT	PER EPS REF NIL	Tom hated himself .
PROPN AUX DET ADJ NOUN PUNCT	PER ENS DIS IST ROL NIL	Tom is an avid cyclist .
DET ADJ NOUN PUNCT NOUN AUX VERB PUNCT	DIS IST CON PST EXS NIL	A new oil~tanker was launched .
NUM NOUN ADP DET NOUN AUX VERB DET NOUN	QUC CON REL DIS CON NOW EXG DIS CON	Two boys on a couch are reading a book
PROPN VERB ADP PROPN PUNCT	PER EPS REL ORG NIL	Beverly worked for WEDCOR .
PROPN AUX DET NOUN PUNCT	PER ENS DIS ROL NIL	Kieslowski is a director .
PRON VERB ADP DET NOUN ADP DET PROPN PUNCT	PRO EPS REL DEF CON REL DEF GEO NIL	We walked on the banks of the Thames .
PRON VERB PRON NUM NOUN PUNCT	PRO EPS PRO QUC UOM NIL	I paid him five dollars .
PRON VERB VERB ADP DET NOUN PUNCT	PRO PST EXG REL DEF CON NIL	He went fishing in the river .
PRON VERB PRON NOUN VERB PUNCT	PRO PST HAS CON EXS NIL	She had her handbag stolen .
