pos	sem	tok
PRON AUX ADV VERB PUNCT	PRO PST INT IST NIL	Er war vollständig bekleidet .
PRON VERB DET NOUN PUNCT	PRO ENS HAS ROL NIL	Ich ermutige meinen Bruder .
PRON AUX DET NOUN VERB PUNCT	PRO FUT DIS IST EXS NIL	Ich werde etwas Leichtes essen .
PROPN VERB ADV NUM NOUN PUNCT	PER ENS APX QUC UOM NIL	Tom wiegt ca. 300 Pfund .
PRON AUX DET NUM NOUN VERB PUNCT	PRX FUT APX QUC UOM EXS NIL	Das wird um~die zehntausend Yen kosten .
PROPN VERB NOUN PUNCT CCONJ PROPN PROPN PUNCT	PER EPS CON NIL AND PER EPS NIL	Tom spielte Gitarre , und Maria sang .
PRON AUX ADP DET NOUN PUNCT	PRO ENS REL DEF CON NIL	Ich bin bei der Blaskapelle .
PRON VERB DET NOUN PUNCT	PRO ENS NOT CON NIL	Ich spreche kein Hebräisch .
PROPN VERB DET NOUN PUNCT	PER EPS HAS CON NIL	Tom bügelte seine Kleidung .
PRON VERB ADP NUM NOUN PUNCT	NIL ENS REL QUC UOM NIL	Es schneit seit zwei Tagen .
DET NOUN VERB PUNCT	PRX CON ENS NIL	Dieser Eimer leckt .
PRON AUX PRON ADV PART VERB PUNCT	PRO POS PRO NOW NOT EXS NIL	Ich kann dich jetzt nicht küssen .
PRON VERB PRON ADP PRON PUNCT CCONJ PRON VERB PUNCT	PRO EPS DIS REL PRO NIL COO PRO EPS NIL	Er sagte etwas zu ihr , und sie lächelte .
PROPN VERB NUM PUNCT	PER EPS YOC NIL	Lincoln starb 1865 .
PRON AUX ADP PROPN VERB PUNCT	PRO PST REL PER EXS NIL	Sie wurde von Maria verführt .
DET ADJ NOUN VERB PRON PUNCT	HAS DEG CON EPS AND NIL	Seine lange Rede langweilte alle .
DET NOUN AUX DET ADJ NOUN PUNCT	AND CON EXS DIS DEG CON NIL	Der Igel ist ein kleines Tier .
NOUN PROPN VERB PUNCT	ROL PER EPS NIL	General Alexejew weinte .
ADV VERB NOUN PUNCT	QUE EPS PER QUE	Wo starb Irving~Mitchell~Felt ?
PRON VERB PUNCT	PRO EPS NIL	Er rülpste .
PROPN VERB DET NOUN ADP NOUN VERB PUNCT	PER NOW DIS CON REL PER EXT NIL	Brian hat einen Lippenstift für Kate gekauft .
PRON VERB ADP DET NOUN PUNCT	NOT EPS REL DEF CON NIL	Niemand sprach über den Film .
DET NOUN AUX ADV ADP DET NOUN PUNCT	DST CON PST MOR REL DEF CON NIL	Jene Düsenflugzeuge waren schneller als der Blitz .
NOUN AUX DET ADJ NOUN PUNCT	PER EPS DIS GPO ROL NIL	Charlotte~Brontë war eine britische Romanschriftstellerin .
PRON VERB ADP DET NOUN ADV PUNCT	PRO EPS REL DEF CON REL NIL	Er trat von der Stelle zurück .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	Er warf den Ball .
PRON AUX PROPN PART VERB PUNCT	PRO POS PER NOT EXS NIL	Ich kann Marika nicht anrufen .
PRON VERB ADP PROPN PUNCT	PRO ENS REL GPE NIL	Sie wohnt in Finnland !
PRON AUX ADP DET NOUN ADP DET NOUN PUNCT	PRO EPS REL DEF CON REL HAS CON NIL	Er war auf dem Dach mit seiner E-Gitarre .
PRON AUX ADP PROPN PRON NOUN ADV PUNCT	PRO PST REL PER HAS CON IST NIL	Ich war über Liisa s Verhalten empört .
PRON VERB DET NOUN PUNCT	PRO EPS HAS CON NIL	Ich zückte meine Stricknadeln .
NOUN PROPN AUX ADP PROPN VERB PUNCT	ROL PER PST REL GPE EXS NIL	Papst Johannes~Paul~II wurde in Polen geboren .
PRON AUX NOUN PUNCT	PRO ENS ROL NIL	Ich bin Bäcker .
DET NOUN VERB PRON ADP ADV PUNCT	DEF CON EFS PRO REL CLO NIL	Der Wecker weckt mich um sieben~Uhr .
NOUN PROPN VERB ADP NOUN NUM PUNCT	ROL PER EPS DEF CON YOC NIL	Königin Elizabeth verstarb im Jahre 1603 .
PROPN AUX ADV NUM NOUN VERB PUNCT	PER NOW MOR QUC CON EXT NIL	Jiro~Akagawa hat über 480 Romane geschrieben .
PRON AUX ADV ADP DET NOUN PUNCT	PRO NOW IST REL HAS ROL NIL	Ich bin glücklich mit meiner Freundin .
VERB AUX PRON PUNCT	EXS PST NOT NIL	Verletzt wurde niemand .
PROPN AUX DET ADJ NOUN PUNCT	PER EPS DIS GPO ROL NIL	Édith~Piaf war eine französische Sängerin .
PRON VERB PRON DET NOUN PUNCT	PRO EPS PRO DEF CON NIL	Ich reichte ihm das Mikro .
PRON AUX DET NOUN VERB PUNCT	PRO NOW DIS CON EXT NIL	Ich habe einen Thunfischsalat gegessen .
PROPN AUX ADV PUNCT	PER PST IST NIL	Tom war unhöflich .
PRON AUX ADP NOUN VERB PUNCT	PRO NOW REL CLO EXT NIL	Er ist um Mitternacht angekommen .
PRON AUX DET ADJ NOUN VERB PUNCT	PRO FUT DIS IST GPO EXS NIL	Ich werde eine schöne Estin heiraten .
DET NOUN VERB ADP DET NOUN PROPN PUNCT	DEF CON EPS REL DEF CON NTH NIL	Das Flugzeug landete auf dem Flughafen Narita .
PROPN VERB DET NOUN ADP DET NOUN PUNCT	PER EPS DEF CON REL DEF CON NIL	Tom rettete die Katze aus den Flammen .
PRON VERB ADJ NOUN PUNCT	PRO ENS COL CON NIL	Sie hat haselnussbraune Augen .
PROPN VERB PUNCT	PER EPS NIL	Maria kicherte .
PROPN AUX PART ADV ADV ADP ADV PUNCT	CON NOW NOT EQU IST REL CON NIL	Berberisch ist nicht so schwer wie Isländisch .
PROPN VERB DET NOUN ADP PUNCT	PER EPS DEF CON REL NIL	Tom wischte den Tisch ab .
PRON VERB DET NOUN PUNCT	PRO ENS DIS CON NIL	Ich pflanze einen Orangenbaum .
PRON VERB PRON ADP NOUN PUNCT	PRO EPS PRO REL CON NIL	Sie winkte mir zum Abschied .
PRON AUX ADV ADV PUNCT	DST NOW NOT IST NIL	Das ist keineswegs sicher .
PRON VERB PRON ADP NOUN PUNCT	PRO EPS REF DEF CON NIL	Er brachte mich zur Bushaltestelle .
PROPN AUX PART ADV ADV ADP PRON PUNCT	PER NOW NOT EQU IST REL PRO NIL	Keiko ist nicht so groß wie ich .
DET NOUN AUX ADP NOUN VERB PUNCT	DEF CON NOW REL CON EXS NIL	Die Straße ist mit Autos blockiert .
DET NOUN VERB DET NOUN PUNCT	DIS CON EPS DIS CON NIL	Ein Hund jagte eine Katze .
DET NOUN VERB PUNCT	DEF CON EPS NIL	Die Sonne strahlte .
DET NOUN AUX PART ADV PUNCT	PRX CON NOW NOT IST NIL	Dieser Kassettenrekorder ist nicht neu .
PRON VERB DET NOUN ADP NOUN PUNCT	PRO ENS DIS CON REL CON NIL	Ich führe ein Tagebuch in Englisch .
DET NOUN VERB DET NOUN PUNCT	DEF CON EPS DEF ROL NIL	Der Hund beschnupperte den Fremden .
DET NOUN VERB DET NOUN ADV PUNCT	DEF CON EPS DEF CON REL NIL	Der Junge nahm das Radio auseinander .
PROPN VERB DET NOUN ADP PUNCT	PER EPS HAS CON REL NIL	Tom streckte seine Zehen aus .
DET NOUN ADJ NOUN CCONJ VERB PRON ADP DET NOUN PUNCT	DEF PER EPS PER COO EXS PRO REL DIS CON NIL	Die Herrin~vom~See verzauberte Merlin und bannte ihn in einen Baumstamm .
PRON VERB DET NOUN ADP DET NOUN PUNCT	PRO EPS HAS CON REL DIS CON NIL	Sie versteckte ihre Enttäuschung hinter einem Lächeln .
DET NOUN AUX ADV PART VERB PUNCT	DEF CON NOW ALT NOT EXT NIL	Die Wunde ist noch nicht verheilt .
DET NOUN VERB ADP DET NOUN ADP PUNCT	DEF CON EPS REL HAS CON REL NIL	Die Kugel prallte von seinem Helm ab .
PRON VERB ADV PUNCT	PRO ENS NOW NIL	Ich gehe jetzt .
PRON VERB DET NOUN ADP PROPN ADP DET NOUN PUNCT	PRO ENS DIS CON REL PER REL DEF CON NIL	Ich halte ein Buch von Susanna~Tamaro in den Händen .
DET NOUN VERB PRON PART PUNCT	HAS CON EPS PRO NOT NIL	Ihre Reaktion überraschte mich nicht .
DET NOUN VERB ADP PUNCT	DEF CON EPS REL NIL	Das Hotel brannte ab .
NOUN PROPN AUX ADP NOUN VERB PUNCT	ROL PER PST REL ROL EXS NIL	Präsident Alfredo~Cristiani wurde von Demonstranten angegriffen .
DET NOUN PUNCT X PUNCT AUX ADP PROPN VERB PUNCT	DEF CON NIL ART NIL PST REL PER EXT NIL	"Der Film "" Speed "" wurde von Jan~De~Bont geleitet ."
PRON AUX ADV PUNCT	PRO NOW IST NIL	Er ist krank .
NOUN AUX DET ADJ NOUN PUNCT	PER ENS DIS IST ROL NIL	Ichirō ist ein herausragender Baseballspieler .
PRON AUX DET NOUN ADV PUNCT	PRO ENS DIS PST ROL NIL	Er ist ein Ex knacki .
PRON AUX PART ADV PUNCT CCONJ ADV PUNCT	PRO NOW NOT IST NIL BUT IST NIL	Ich bin nicht faul , sondern fleißig .
PROPN VERB DET NOUN ADP DET NOUN PUNCT	PER EPS DEF CON REL HAS CON NIL	Tom versteckte das Buch unter seinem Kissen .
DET NOUN AUX ADP PUNCT	DEF CON PST IST NIL	Das Licht war an .
PRON AUX ADV NUM PUNCT	PRO NOW ALT QUC NIL	Ich bin auch siebzehn .
PROPN AUX PROPN PUNCT	PER ENS CON NIL	John mag Schach .
DET PROPN AUX DET NOUN VERB PUNCT	DEF CON NOW HAS CON EXT EMP	Der Kerl hat meinen Geldbeutel geklaut !
VERB PRON PUNCT	EXS PRO EMP	Haltet ihn !
PRON AUX NOUN PUNCT	NIL NOW EXT NIL	Es hat geschneit .
DET NOUN AUX NUM NOUN ADV ADP PROPN VERB PUNCT	HAS ROL NOW QUC UOM DEG REL GPE EXT NIL	Mein Onkel hat zwei Jahre lang in Washington gelebt .
PROPN AUX DET NOUN PUNCT	PER ENS DIS CON NIL	Tom ist ein Gentleman .
PRON VERB ADV PUNCT	PRO EXS AND NIL	Ich bade täglich .
PRON VERB DET NOUN PUNCT	PRO EPS HAS CON NIL	Er verschlang sein Essen .
PRON VERB DET NOUN ADV PUNCT	PRO EPS HAS CON REL NIL	Sie wischte ihre Tränen weg .
PRON AUX ADV ADV PUNCT	PRO NOW INT IST NIL	Ich bin ziemlich glücklich .
PRON AUX PART VERB PUNCT	PRO NEC NOT EXS NIL	Ich sollte nicht trinken .
PRON VERB DET NOUN PUNCT	PRO ENS DIS CON NIL	Er fährt einen Abschleppwagen .
DET NOUN AUX ADV PUNCT	DEF CON NOW COL NIL	Die Zitrone ist gelb .
PRON VERB DET NOUN ADP PUNCT	PRO ENS DIS CON REL NIL	Ich presse eine Orange aus .
DET ADJ NOUN AUX ADJ NOUN PUNCT	DEF IST CON ENS PER ROL NIL	Der grauhaarige Mann ist Toms Vater .
PRON VERB DET NOUN PUNCT	PRO EPS DEF CON NIL	Ich schüttelte den Kopf .
PRON AUX PART ADV ADV ADP PRON PUNCT	PRO NOW NOT EQU IST REL PRO NIL	Sie ist nicht so geduldig wie du .
NOUN PROPN AUX DET NOUN ADP PRON PUNCT	ROL PER ENS DIS ROL REL PRO NIL	Herr Smith ist ein Bekannter von ihr .
DET NOUN AUX ADP DET NOUN VERB PUNCT	QUV ROL PST REL DEF CON EXS NIL	Einige Touristen wurden bei dem Unfall verletzt .
PROPN AUX DET NOUN DET NOUN PUNCT NOUN PUNCT PUNCT	PER ENS DEF ROL DEF CON NIL ART NIL NIL	"Michael~Crichton ist der Autor des Buchs "" Jurassic~Park "" ."
PRON AUX ADV ADV PUNCT	PRO NOW INT IST NIL	Ich bin sehr hungrig .
PRON VERB DET NOUN PUNCT	PRO ENS HAS CON NIL	Er hält sein Wort .
NOUN VERB ADP NOUN ADP NOUN PUNCT	PER ENS REL CLO REL CON NIL	Heather geht um acht~Uhr zur Schule .
PRON AUX ADV PUNCT	PRO NOW EXT NIL	Ich habe übertrieben .
DET NOUN VERB NUM NOUN PUNCT	PRX CON ENS QUC UOM NIL	Diese CD kostet 10 Dollar .
DET NOUN VERB PUNCT	DEF CON ENS NIL	Die Uhr tickt .
PROPN VERB ADP PROPN PUNCT	GPE ENS REL GPE NIL	Damaskus liegt in Syrien .
PRON VERB PRON PUNCT	PRO EPS PRO NIL	Ich umarmte sie .
DET NOUN VERB PRON PUNCT	HAS CON EPS PRO NIL	Seine Witze amüsierten mich .
PRON PRON VERB PUNCT VERB ADV DET NOUN PUNCT	AND PRO ENS NIL ENS ALT HAS CON NIL	Wer mich liebt , liebt auch meinen Hund .
PRON AUX ADV PART VERB PUNCT	PRO POS EMP NOT EXS NIL	Ich kann überhaupt nicht schwimmen .
PROPN VERB PRON NOUN PUNCT	PER EPS REF CON NIL	Tom machte sich Notizen .
PRON VERB DET NOUN PUNCT	PRO ENS DEF CON NIL	Ich schließe die Garage .
PRON AUX ADV PUNCT	PRO ENS ROL NIL	Er ist Zahnarzt .
NOUN VERB DET NOUN ADP PRON PUNCT	PER EPS DIS CON REL PRO NIL	Mayuko entwarf ein Kleid für sich .
PROPN AUX DET NOUN VERB PUNCT	PER NOW DIS CON EXT NIL	Tom hat einen Bären erschossen .
PROPN VERB ADP NOUN PUNCT	PER EPS DEF CON NIL	Tom tauchte ins Becken .
DET NOUN VERB ADP X ADJ ADJ NUM NOUN ADP PUNCT	DEF GPO EPS REL DEF DOM MOY YOC ART REL NIL	Die Japaner griffen a m 7. 12. 1941 Pearl~Harbor an .
PROPN VERB PROPN ADP NOUN PUNCT	PER EPS PER REL CON NIL	Tom besiegte Mary beim Damespielen .
DET NOUN AUX ADV ADP NOUN PUNCT	DIS CON NOW IST REL CON NIL	Manche Menschen sind allergisch gegen Weizen .
PRON AUX DET NOUN PUNCT	PRO EPS DIS CON NIL	Das war ein Kinderspiel .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	Sie gewann eine Silbermedaille .
PRON AUX ADV PUNCT	PRO NOW IST NIL	Sie sind unhöflich .
PROPN AUX ADJ NOUN PUNCT	PER ENS COL CON NIL	Tom hat braune Haare .
ADV ADV DET NOUN AUX PUNCT	EMP DEG HAS CON NOW EMP	Wie klein deine Katze ist !
PROPN AUX ADP DET ADJ NOUN VERB PUNCT	PER PST REL DEF GPO ROL EXS NIL	Marlowe wurde von den italienischen Behörden festgenommen .
PROPN AUX DET NOUN PUNCT	PER ENS DIS ROL NIL	Gianni~Versace ist ein Designer .
PRON VERB PRON PUNCT	NOT ENS PRO NIL	Niemand versteht mich .
PRON VERB PUNCT	NIL ENS NIL	Es regnet .
NOUN AUX PROPN PUNCT	PER ENS ROL NIL	Brad~Pitt ist Schauspieler .
ADP PROPN VERB NOUN ADJ NOUN PUNCT	REL GPE ENS QUV IST CON NIL	In Alaska leben Millionen wilder Tiere .
PRON VERB ADV DET NOUN PROPN ADP NUM NOUN PUNCT	PRO EPS NOW DEF GPO PER REL QUC CON NIL	Sie besiegte heute die Kroatin Iva~Majoli in zwei Saetzen .
PROPN	PER	JOHN~IRVING
PROPN VERB ADP DET NOUN PUNCT	PER EPS REL DEF CON NIL	John~Quincy~Adams sprach zu der Menschenmenge .
DET NOUN VERB ADP PROPN ADP PROPN PUNCT	PRX CON EPS REL GPE REL GPE NIL	Diese Taube flog von San~Francisco nach New~York .
PRON AUX DET ADJ NOUN VERB PUNCT	PRO POS QUV GPO CON EXS NIL	Ich kann viele afrikanische Sprachen sprechen .
DET NOUN AUX ADP DET NOUN VERB PUNCT	PRX CON PST REL DEF YOC IST NIL	Dieses Lied war in den 1970ern beliebt .
ADV AUX PRON ADV PUNCT	NOW NOW PRO IST NIL	Jetzt bin ich traurig .
DET NOUN AUX DET NOUN VERB PUNCT	DEF ROL NOW DIS CON EXT NIL	Der Jäger hat einen Fuchs geschossen .
PRON AUX DET ADJ NOUN PUNCT	PRO ENS DIS IST ROL NIL	Er ist ein schneller Läufer .
PROPN VERB DET NOUN ADP DET NOUN PUNCT	PER EPS DEF CON REL HAS CON NIL	Tom stopfte das Geld in seine Tasche .
PROPN AUX VERB PUNCT	PER PST EXS NIL	Tom wurde niedergestochen .
PROPN AUX ADV PUNCT	PER NOW IST NIL	Tom ist innovativ .
NOUN PROPN ADV PUNCT	EPS PER CON QUE	Verstand Marika Estnisch ?
DET NOUN VERB PUNCT	AND CON EPS NIL	Alle Kinder tanzten .
PROPN VERB PUNCT	PER EPS NIL	Tom grinste .
ADP DET NOUN VERB PRON ADJ NOUN PUNCT	REL DEF CON ENS NIL QUV CON NIL	In den Wäldern gibt es zahlreiche Vögel .
PRON AUX ADV PUNCT	DST NOW IST NIL	Das ist einfach .
PROPN AUX ADP PROPN VERB PUNCT	PER PST REL GPE EXS NIL	Johann~Wolfgang~von~Goethe wurde in Deutschland geboren .
PRON AUX PRON VERB PUNCT	PRO NOW PRO EXT EMP	Du hast mich hereingelegt !
PRON VERB ADP DET NOUN PUNCT	PRO EPS REL DEF CON NIL	Er wackelte mit den Zehen .
PRON AUX NUM NOUN ADV ADP PRON PUNCT	PRO NOW QUC UOM MOR REL PRO NIL	Sie ist zwei Jahre jünger als er .
PROPN VERB ADP PROPN PUNCT	PER ENS REL GPE NIL	Tom wohnt in Boston .
PRON VERB ADV NOUN PUNCT	PRO ENS ALT CON NIL	Ich mag auch Kuchen .
PRON AUX DET NOUN PUNCT	PRO ENS DIS ROL NIL	Du bist ein Serienmörder .
DET NOUN VERB ADP DET NOUN PUNCT	HAS CON ENS REL DEF CON NIL	Dein Portemonnaie liegt auf dem Fernseher .
DET NOUN VERB DET ADJ NOUN PUNCT	DEF ROL EPS DEF IST CON NIL	Der Chirurg amputierte das falsche Bein .
NOUN AUX NOUN ADP ADJ NOUN PUNCT	PER PST IST REL COL CON NIL	Napoleon~Bonaparte hatte Angst vor schwarzen Katzen .
DET NOUN AUX VERB PUNCT	DEF CON NOW IST NIL	Die Leitung ist besetzt .
PRON VERB PRON NOUN PUNCT	PRO ENS PRO CON NIL	Sie lehrt uns Französisch .
PROPN VERB PRON PUNCT	PER EPS NOT NIL	Tom sagte nichts .
PROPN VERB NOUN PUNCT	PER EPS IST NIL	Tom kicherte mädchenhaft .
PRON VERB NOUN PUNCT	PRO ENS CON NIL	Wir verschwenden Munition .
PRON AUX ADV PRON VERB PUNCT	PRO NOW EMP NOT EXT NIL	Ich habe überhaupt nichts gesehen .
PROPN AUX PART ADV ADV ADP PROPN PUNCT	PER NOW NOT EQU IST REL PER NIL	Jane ist nicht so groß wie Mary .
PRON VERB PROPN ADP NOUN PUNCT	PRO EPS GPE REL CLO NIL	Wir erreichten London um Mitternacht .
DET PROPN VERB PUNCT	HAS CON EPS NIL	Mein Ballon platzte .
DET NOUN AUX VERB PUNCT	DEF CON PST IST NIL	Der Wein war ausgezeichnet .
DET NOUN VERB ADV PUNCT	DEF CON ENS IST NIL	Die Möwen fliegen tief .
PROPN VERB ADP DET NOUN PUNCT	PER ENS REL DEF ORG NIL	Bill~Clinton gehört zu der Demokratischen~Partei .
PROPN AUX ADP PROPN VERB PUNCT	ORG PST REL ORG EXS NIL	MG~Rover wurde von Airbus aufgekauft .
DET NOUN AUX ADV PUNCT	HAS ROL NOW IST NIL	Meine Mutter ist schön .
PRON AUX ADV ADP DET NOUN PUNCT	PRO NOW MOR REL HAS ROL NIL	Er ist größer als sein Vater .
PRON AUX DET NOUN VERB PUNCT	PRO PST HAS CON EXT NIL	Ich hatte meine Armbanduhr repariert .
DET NOUN AUX ADP DET NOUN VERB PUNCT	DIS CON PST REL DIS CON EXS NIL	Ein Hund wurde von einem Lkw überfahren .
PRON AUX ADV ADP PRON PUNCT	PRO NOW IST REL PRO NIL	Sie ist freundlich zu ihm .
PRON VERB ADP NOUN PUNCT	PRO ENS REL CON NIL	Er leidet unter Zahnschmerzen .
PROPN VERB PUNCT SCONJ PRON DET NOUN AUX AUX PUNCT	PER EPS NIL SUB DST DIS CON EXS POS NIL	Tom erkannte , dass das ein Problem sein könnte .
PRON VERB NUM NOUN PUNCT	PRO ENS QUC ROL NIL	Wir haben zwei Töchter .
PRON AUX ADV ADV ADP DET NOUN PUNCT	NOT NOW EQU IST REL DIS CON NIL	Nichts ist so hart wie ein Diamant .
PROPN VERB DET NOUN ADP PUNCT	PER EPS DEF CON REL NIL	Tom spülte die Seife ab .
PRON VERB PUNCT	PRO ENS NIL	Wir verstehen .
PROPN AUX DET NOUN PUNCT	PER ENS NOT CON NIL	Tom mag kein Schach .
PROPN VERB DET NOUN PUNCT	PER ENS QUV CON NIL	Yumi hat viele Bücher .
DET NOUN VERB PRON PUNCT	DEF CON ENS PRO NIL	Die Spinne kitzelt mich .
PROPN AUX NUM NOUN ADV ADP NOUN PUNCT	PER NOW QUC UOM MOR REL PER NIL	Sam ist zwei Jahre jünger als Tom .
DET NOUN AUX VERB PUNCT	HAS CON NOW IST NIL	Mein Spielzeug ist zerbrochen .
PROPN AUX ADV PART VERB PUNCT	PER POS ALT NOT EXS NIL	Tom kann noch nicht lesen .
DET NOUN VERB ADP NOUN PUNCT	HAS CON ENS REL CON NIL	Sein Witz grenzt an Beleidigung .
DET NOUN VERB ADP NOUN PUNCT	DIS CON EPS DEF CON NIL	Ein Apfel fiel vom Baum .
PRON AUX DET NOUN VERB PUNCT	PRO NEC DEF CON EXS NIL	Wir sollten die Todesstrafe abschaffen .
PRON VERB DET NOUN ADP PUNCT	PRO EPS HAS CON REL NIL	Sie knöpfte ihr Hemd auf .
DET NOUN AUX VERB PUNCT	HAS CON PST EXS NIL	Meine Uhr wurde gestohlen .
PRON VERB NOUN PUNCT	PRO EPS CON NIL	Sie spielten Minigolf .
NOUN PROPN VERB ADP DET NOUN PUNCT	ROL CON EPS REL DEF CON NIL	Grüner Schleim glibberte aus der Leitung .
PROPN VERB DET NOUN ADP DET NOUN PUNCT	PER EPS DEF CON REL DIS CON NIL	Tom schürte das Feuer mit einem Stock .
PROPN VERB PROPN PUNCT	ORG EPS ORG NIL	Manchester~United besiegte Fulham .
PRON AUX PRON VERB PUNCT	PRO FUT PRO EXS NIL	Ich werde ihn erschießen .
DET NOUN VERB ADP NUM PUNCT	DEF CON ENS REL CLO NIL	Der Unterricht beginnt um 08:30~Uhr .
PRON AUX PROPN PUNCT	PRO EQU PER NIL	Ich bin Anton .
DET NOUN VERB NOUN PROPN PUNCT	DIS ROL EPS ROL PER NIL	Ein Arzt untersuchte Herrn Brown .
PRON VERB NOUN PUNCT	PRO EPS CON NIL	Er trank Bier .
PRON AUX ADV PUNCT	PRO NOW IST NIL	Ich bin glücklich .
PROPN AUX ADV PUNCT	PER NOW IST NIL	Tom ist stark .
DET NOUN VERB PUNCT	DIS CON ENS NIL	Einige Fische fliegen .
DET NOUN VERB DET NOUN ADP DET NOUN PUNCT	DEF CON EPS DEF CON REL DIS CON NIL	Der Regen verwandelte die Straße in einen Morast .
PROPN VERB PRON ADP DET NOUN PUNCT	PER EPS DIS REL HAS CON NIL	Tom schrieb etwas in sein Notizbuch .
PRON AUX ADV ADP PRON PUNCT	PRO NOW MOR REL PRO NIL	Ich bin größer als du .
AUX PRON NUM NOUN ADV PUNCT	NOW PRO QUC UOM DEG QUE	Bist du 17 Jahre alt ?
PRON AUX ADP PROPN VERB PUNCT	PRO PST REL PER EXS NIL	Er wurde von Maria verführt .
PROPN AUX ADV ADP PROPN PUNCT	PER NOW MOR REL PER NIL	Tom ist größer als Maria .
PRON VERB ADV PUNCT	NIL ENS ALT NIL	Es regnet wieder !
NUM CCONJ NUM AUX NUM PUNCT	QUC CON QUC EXS QUC NIL	Vier plus drei ist sieben .
PROPN VERB PUNCT	PER ENS NIL	Tom döst .
PRON AUX ADV ADP PRON PUNCT	PRO NOW MOR REL PRO NIL	Du bist größer als ich .
DET NOUN VERB PUNCT	DEF CON ENS NIL	Die Katzen schnurren .
PRON VERB PROPN ADP DET NOUN PUNCT	PRO ENS GPE REL DEF GEO NIL	Wir verbinden Ägypten mit dem Nil .
DET NOUN VERB DET NOUN PUNCT	DEF CON EPS DEF CON NIL	Die Explosion erschütterte den Boden .
PROPN AUX PROPN VERB PUNCT	ORG NOW ORG EXT NIL	BSN hat RJR~Nabisco gekauft .
PRON AUX ADV ADP DET NOUN PUNCT	PRO NOW MOR REL HAS ROL NIL	Ich bin älter als dein Bruder .
AUX DET NOUN ADV PUNCT	NOW HAS CON IST QUE	Ist Ihr Hund bissig ?
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	Er trank ein Bier .
PRON AUX ADP PROPN VERB PUNCT	PRO PST REL PER EXS NIL	Sie wurde von Tom verführt .
PRON VERB DET NOUN PUNCT	PRO EPS DIS CON NIL	Sie gewann eine Bronzemedaille .
PRON VERB ADJ NOUN PUNCT	PRO ENS GPO CON NIL	Ich mag koreanische Küche .
PRON AUX ADP DET NOUN VERB PUNCT	PRO NOW REL DEF CON EPS NIL	Du hast gegen das Gesetz verstoßen .
PRON VERB DET NOUN PUNCT	PRO EPS HAS CON NIL	Er ergriff meinen Arm .
PROPN VERB DET ADJ NOUN PUNCT	PER EPS DIS COL CON NIL	Tom trug einen schwarzen Hut .
PRON AUX ADP PROPN VERB PUNCT	PRO NOW REL GPE EXT NIL	Er ist in Deutschland aufgewachsen .
PRON AUX DET NOUN ADP PRON PROPN X NOUN VERB PUNCT	PRO NOW DIS ROL REL PRO REL DEF CON EXT NIL	Ich habe einen Freund von mir a m Flughafen getroffen .
PRON AUX NOUN ADV ADV PUNCT	PRO PST ALT INT IST NIL	Er war mal~wieder völlig blau .
PRON ADP PRON AUX ADV PUNCT	NOT REL PRO NOW IST NIL	Niemand von uns ist perfekt .
PROPN AUX ADP DET NOUN VERB PUNCT	PER PST REL DIS CON EXT NIL	Tom wurde von einem Tiger gefressen .
PRON VERB DET NOUN PROPN PUNCT	PRO EPS DEF CON LIT NIL	Sie nannten den Hund Rocky .
DET NOUN AUX ADV PUNCT	DEF CON NOW IST NIL	Der Kuchen ist köstlich .
PRON VERB NOUN ADP DET NOUN PUNCT	PRO EPS CON REL DEF CON NIL	Wir schüttelten Nüsse von dem Baum .
PRON AUX DET NOUN ADP NUM NOUN VERB PUNCT	PRO NOW PRX CON REL QUC UOM EXT NIL	Ich habe diesen Hut für 2000 Yen gekauft .
PRON AUX NUM PROPN ADP DET NOUN VERB PUNCT	PRO NOW QUC UOM REL PRX CON EXT NIL	Ich habe 2600 Reais für diese Lautsprecher bezahlt .
PROPN ADJ PROPN PUNCT	PER EPS PER NIL	Tom übermannte Maria .
PRON AUX PRON VERB PUNCT	PRO NOW NOT EXT NIL	Ich habe nichts gehört .
PRON VERB DET ADJ NOUN PUNCT	PRO EPS DIS COL CON NIL	Er trug eine hellblaue Krawatte .
PRON VERB DET NOUN PUNCT	PRO ENS DEF CON NIL	Er liebt die Tiger .
PRON VERB ADP NOUN ADP PUNCT	PRO EFS REL CLO REL NIL	Sie fährt um neun~Uhr ab .
DET NOUN VERB PRON ADP PUNCT	DEF CON EPS PRO REL NIL	Die Frau starrte uns an .
PROPN AUX ADV ADV PUNCT	PER NOW NOT IST NIL	Tom ist keinesfalls unintelligent .
PRON AUX ADV ADV PUNCT	PRO NOW IST IST NIL	Er ist nur faul .
DET NOUN VERB PART PUNCT	DEF CON ENS NOT NIL	Der Fahrstuhl funktioniert nicht .
PRON VERB DET NOUN PUNCT	PRO EPS HAS CON NIL	Sie massierte seinen Rücken .
PRON AUX ADV VERB PUNCT	PRO NOW IST IST NIL	Er ist geistig behindert .
PROPN AUX DET ADJ NOUN ADP PROPN PUNCT	PER EPS DEF ORD ROL REL GPE NIL	Qin~Shi~Huang war der erste Kaiser von China .
NOUN NOUN VERB ADP PROPN PUNCT	ROL PER EPS REL GPE NIL	Herr Zhao starb in Peking .
